movie_id,title,genres,keywords,overview,release_year,vote_average,combined_content,processed_content
132,Gran Torino,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1992,8.4,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
133,Million Dollar Baby,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1993,8.5,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
134,American Sniper,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1994,8.6,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
135,Sully,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1995,8.7,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
136,The Mule,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1996,8.8,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
137,Letters from Iwo Jima,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1997,8.9,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
138,Kingdom of Heaven,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1998,9.0,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
139,Troy,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1999,9.1,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
140,Alexander,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2000,6.4,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
141,300,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2001,6.5,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
142,The Last Samurai,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2002,6.6,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
143,Master and Commander,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2003,6.7,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
144,Apocalypto,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2004,6.8,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
145,The Patriot,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2005,6.9,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
146,Black Hawk Down,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2006,7.0,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
147,Hacksaw Ridge,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2007,7.1,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
148,Dunkirk,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2008,7.2,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
149,1917,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2009,7.3,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
150,Fury,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2010,7.4,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
151,Enemy at the Gates,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2011,7.5,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
152,Pearl Harbor,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2012,7.6,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
153,We Were Soldiers,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2013,7.7,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
154,The Hurt Locker,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2014,7.8,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
155,Zero Dark Thirty,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2015,7.9,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
156,Top Gun,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2016,8.0,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
157,Mission: Impossible,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2017,8.1,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
158,Mission: Impossible II,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2018,8.2,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
159,Mission: Impossible III,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2019,8.3,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
160,Mission: Impossible Ghost Protocol,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2020,8.4,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
161,Mission: Impossible Rogue Nation,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2021,8.5,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
162,Mission: Impossible Fallout,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2022,8.6,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
163,Mission: Impossible Dead Reckoning,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2023,8.7,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
164,Edge of Tomorrow,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2024,8.8,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
165,Minority Report,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1970,8.9,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
166,War of the Worlds,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1971,9.0,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
167,Oblivion,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1972,9.1,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
168,Jack Reacher,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1973,6.4,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
169,Collateral,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1974,6.5,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
170,Rain Man,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1975,6.6,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
171,Jerry Maguire,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1976,6.7,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
172,A Few Good Men,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1977,6.8,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
173,The Firm,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1978,6.9,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
174,John Wick: Chapter 2,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1979,7.0,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
175,John Wick: Chapter 3,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1980,7.1,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
176,John Wick: Chapter 4,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1981,7.2,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
177,Speed,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1982,7.3,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
178,Point Break,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1983,7.4,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
179,The Equalizer,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1984,7.5,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
180,The Equalizer 2,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1985,7.6,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
181,Taken,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1986,7.7,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
182,Taken 2,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1987,7.8,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
183,The Bourne Identity,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1988,7.9,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
184,The Bourne Supremacy,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1989,8.0,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
185,The Bourne Ultimatum,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1990,8.1,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
186,Jason Bourne,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1991,8.2,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
187,Casino Royale,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1992,8.3,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
188,Skyfall,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1993,8.4,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
189,Spectre,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1994,8.5,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
190,No Time to Die,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1995,8.6,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
191,GoldenEye,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1996,8.7,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
192,Die Another Day,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1997,8.8,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
193,Die Hard,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1998,8.9,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
194,Die Hard 2,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1999,9.0,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
195,Die Hard with a Vengeance,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2000,9.1,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
196,Live Free or Die Hard,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2001,6.4,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
197,Lethal Weapon,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2002,6.5,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
198,Lethal Weapon 2,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2003,6.6,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
