movie_id,title,genres,keywords,overview,release_year,vote_average
201,Rush Hour,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2006,6.9
202,Rush Hour 2,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2007,7.0
203,Mad Max,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2008,7.1
204,Mad Max 2,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2009,7.2
205,Mad Max Beyond Thunderdome,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2010,7.3
206,The Terminator,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2011,7.4
207,Terminator 2: Judgment Day,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2012,7.5
208,Terminator 3,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2013,7.6
209,Terminator Salvation,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2014,7.7
210,Predator,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2015,7.8
211,Aliens,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2016,7.9
212,Alien,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2017,8.0
213,Alien 3,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2018,8.1
214,Prometheus,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2019,8.2
215,Alien: Covenant,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2020,8.3
216,Blade Runner,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2021,8.4
217,District 9,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2022,8.5
218,Elysium,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2023,8.6
219,Chappie,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2024,8.7
220,Moon,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1970,8.8
221,Source Code,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1971,8.9
222,Looper,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1972,9.0
223,Snowpiercer,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1973,9.1
224,Children of Men,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1974,6.4
225,The Fifth Element,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1975,6.5
226,Total Recall,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1976,6.6
227,RoboCop,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1977,6.7
228,Dune: Part Two,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1978,6.8
229,Ad Astra,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1979,6.9
230,Contact,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1980,7.0
231,Sunshine,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1981,7.1
232,Event Horizon,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1982,7.2
233,Annihilation,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1983,7.3
234,Cloud Atlas,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1984,7.4
235,Ready Player One,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1985,7.5
236,Tron: Legacy,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1986,7.6
237,Pacific Rim,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1987,7.7
238,Godzilla,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1988,7.8
239,Godzilla: King of the Monsters,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1989,7.9
240,Kong: Skull Island,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1990,8.0
241,Godzilla vs. Kong,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1991,8.1
242,The Lost World,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1992,8.2
243,Jurassic World,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1993,8.3
244,Jurassic World: Fallen Kingdom,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1994,8.4
245,Jurassic World Dominion,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1995,8.5
246,King Kong,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1996,8.6
247,Jaws,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1997,8.7
248,The Meg,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1998,8.8
249,Twister,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1999,8.9
250,San Andreas,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2000,9.0
251,2012,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2001,9.1
252,The Day After Tomorrow,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2002,6.4
253,Armageddon,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2003,6.5
254,Deep Impact,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2004,6.6
255,Independence Day,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2005,6.7
256,Independence Day: Resurgence,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2006,6.8
257,Men in Black,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2007,6.9
258,Men in Black II,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2008,7.0
259,Men in Black 3,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2009,7.1
260,Ghostbusters,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2010,7.2
261,Ghostbusters: Afterlife,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2011,7.3
262,Back to the Future,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2012,7.4
263,Back to the Future Part II,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2013,7.5
264,Back to the Future Part III,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2014,7.6
265,E.T. the Extra-Terrestrial,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2015,7.7
266,Close Encounters of the Third Kind,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2016,7.8
267,Super 8,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2017,7.9
268,A Quiet Place,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2018,8.0
269,A Quiet Place Part II,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2019,8.1
270,Bird Box,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2020,8.2
271,Cloverfield,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2021,8.3
272,10 Cloverfield Lane,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2022,8.4
273,The Mist,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2023,8.5
274,The Conjuring,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2024,8.6
275,The Conjuring 2,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1970,8.7
276,Annabelle,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1971,8.8
277,Insidious,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1972,8.9
278,Insidious: Chapter 2,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1973,9.0
279,Sinister,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1974,9.1
280,The Babadook,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1975,6.4
281,Hereditary,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1976,6.5
282,Midsommar,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1977,6.6
283,Get Out,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1978,6.7
284,Us,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1979,6.8
285,Nope,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1980,6.9
286,It,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1981,7.0
287,It Chapter Two,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1982,7.1
288,The Shining,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1983,7.2
289,Doctor Sleep,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1984,7.3
290,Halloween,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1985,7.4
291,Scream,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1986,7.5
292,The Ring,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1987,7.6
293,The Grudge,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1988,7.7
294,A Nightmare on Elm Street,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1989,7.8
295,Friday the 13th,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1990,7.9
296,The Texas Chain Saw Massacre,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1991,8.0
297,Saw,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1992,8.1
298,Final Destination,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1993,8.2
299,Final Destination 2,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1994,8.3
300,The Cabin in the Woods,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1995,8.4
301,Don't Breathe,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1996,8.5
302,Split,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1997,8.6
303,Glass,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1998,8.7
304,Unbreakable,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1999,8.8
305,The Sixth Sense,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2000,8.9
306,Signs,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2001,9.0
307,The Village,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2002,9.1
308,Cast Away,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2003,6.4
309,The Revenant,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2004,6.5
310,127 Hours,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2005,6.6
311,Into the Wild,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2006,6.7
312,Wild,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2007,6.8
313,A Beautiful Mind,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2008,6.9
314,Steve Jobs,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2009,7.0
315,The Theory of Everything,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2010,7.1
316,Moneyball,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2011,7.2
317,The Big Short,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2012,7.3
318,Spotlight,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2013,7.4
319,Argo,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2014,7.5
320,Lincoln,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2015,7.6
321,The King's Speech,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2016,7.7
322,Darkest Hour,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2017,7.8
323,The Post,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2018,7.9
324,Bridge of Spies,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2019,8.0
325,The Terminal,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2020,8.1
326,Captain Phillips,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2021,8.2
327,American Hustle,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2022,8.3
328,Silver Linings Playbook,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2023,8.4
329,Black Swan,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2024,8.5
330,Birdman,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1970,8.6
331,The Grand Budapest Hotel,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1971,8.7
332,Moonrise Kingdom,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1972,8.8
333,The Royal Tenenbaums,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1973,8.9
334,Jojo Rabbit,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1974,9.0
335,Little Miss Sunshine,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1975,9.1
336,Juno,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1976,6.4
337,Lady Bird,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1977,6.5
338,Booksmart,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1978,6.6
339,Mean Girls,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1979,6.7
340,Clueless,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1980,6.8
341,Easy A,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1981,6.9
342,10 Things I Hate About You,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1982,7.0
343,The Breakfast Club,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1983,7.1
344,Ferris Bueller's Day Off,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1984,7.2
345,Superbad,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1985,7.3
346,The Hangover,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1986,7.4
347,The Hangover Part II,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1987,7.5
348,Bridesmaids,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1988,7.6
349,Step Brothers,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1989,7.7
350,Anchorman,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1990,7.8
351,Talladega Nights,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1991,7.9
352,Dumb and Dumber,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1992,8.0
353,Ace Ventura,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1993,8.1
354,The Mask,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1994,8.2
355,Bruce Almighty,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1995,8.3
356,Yes Man,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1996,8.4
357,Liar Liar,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1997,8.5
358,Lost in Translation,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1998,8.6
359,500 Days of Summer,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1999,8.7
360,Before Sunrise,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2000,8.8
361,Before Sunset,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2001,8.9
362,Before Midnight,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2002,9.0
363,A Walk to Remember,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2003,9.1
364,Pride and Prejudice,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2004,6.4
365,Sense and Sensibility,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2005,6.5
366,Notting Hill,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2006,6.6
367,Love Actually,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2007,6.7
368,Crazy Rich Asians,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2008,6.8
369,The Fault in Our Stars,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2009,6.9
370,Me Before You,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2010,7.0
371,About Time,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2011,7.1
372,The Holiday,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2012,7.2
373,Pretty Woman,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2013,7.3
374,When Harry Met Sally,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2014,7.4
375,Sleepless in Seattle,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2015,7.5
376,You've Got Mail,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2016,7.6
377,Moulin Rouge,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2017,7.7
378,Chicago,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2018,7.8
379,The Greatest Showman,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2019,7.9
380,Les Miserables,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2020,8.0
381,Mamma Mia,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2021,8.1
382,Bohemian Rhapsody,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2022,8.2
383,Rocketman,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2023,8.3
384,Elvis,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2024,8.4
385,Walk the Line,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1970,8.5
386,Ray,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1971,8.6
387,Straight Outta Compton,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1972,8.7
388,8 Mile,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1973,8.8
389,Soul,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1974,8.9
390,Finding Dory,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1975,9.0
391,Toy Story 2,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1976,9.1
392,Toy Story 3,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1977,6.4
393,Toy Story 4,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1978,6.5
394,Monsters University,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1979,6.6
395,The Incredibles,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1980,6.7
396,Incredibles 2,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1981,6.8
397,Cars,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1982,6.9
398,Cars 2,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1983,7.0
399,Cars 3,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1984,7.1
400,Brave,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1985,7.2
401,A Bug's Life,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1986,7.3
402,Luca,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1987,7.4
403,Turning Red,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1988,7.5
404,Elemental,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1989,7.6
405,Encanto,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1990,7.7
406,Frozen II,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1991,7.8
